Airline Name,Flight Type,Review Category,Review Text,Sentiment,Rating,Date of Travel,Source,Destination,Sentiment Score,Fake Review
AirAsia India,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,9/21/2024,Mumbai,Paris,0.94,0
GoAir,Domestic,Food,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,3,6/15/2024,Kolkata,Paris,0.11,0
Vistara,Domestic,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,9/5/2024,Chennai,Sydney,0.76,0
Air India,International,Cabin Crew Service,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,3,9/10/2024,Hyderabad,Paris,0.11,0
Vistara,Domestic,Legroom,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,1,11/29/2024,Mumbai,Paris,0.3,0
Vistara,International,Overall Experience,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,1/16/2025,Ahmedabad,Dubai,0.28,0
SpiceJet,International,Food,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,9/4/2024,Bangalore,Singapore,0.33,0
SpiceJet,Domestic,Food,"During the flight, a medical emergency occurred. A passenger fainted, and the crew had to provide assistance. While they handled the situation well, it delayed our journey, and we had to make an emergency landing. The experience was quite stressful.",Emergency,1,6/19/2024,Kolkata,London,0.11,0
Air India,Domestic,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,3/8/2024,Delhi,Toronto,0.93,0
Vistara,Domestic,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,10/31/2024,Mumbai,New York,0.85,0
IndiGo,International,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,2/14/2025,Pune,Sydney,0.95,0
SpiceJet,International,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,10/21/2024,Chennai,Bangkok,1,0
Air India,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,11/18/2024,Kolkata,New York,0.9,1
Vistara,International,Seat Comfort,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,12/27/2024,Mumbai,Sydney,0.3,0
Air India,Domestic,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,10/2/2024,Ahmedabad,Singapore,0.95,0
IndiGo,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,4/20/2024,Chennai,Sydney,0.96,0
GoAir,International,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,10/22/2024,Hyderabad,Paris,0.73,1
SpiceJet,International,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,6/3/2024,Kolkata,Paris,0.99,0
GoAir,International,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,4/9/2024,Ahmedabad,Sydney,1,0
Air India,Domestic,Overall Experience,"The flight had to make an emergency landing due to a technical failure. We were stuck on the tarmac for hours with no information on what was happening. The airline handled the situation poorly, causing a lot of frustration among passengers.",Emergency,1,5/2/2024,Hyderabad,Paris,0.03,0
AirAsia India,Domestic,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,10/26/2024,Kolkata,Toronto,0.89,0
GoAir,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,4/8/2024,Bangalore,Bangkok,0.96,0
AirAsia India,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,7/10/2024,Bangalore,New York,0.67,0
SpiceJet,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,11/17/2024,Ahmedabad,Sydney,0.74,0
IndiGo,Domestic,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,3/2/2024,Kolkata,Paris,0.67,0
AirAsia India,International,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,12/18/2024,Ahmedabad,Bangkok,0.61,0
Air India,International,Legroom,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,3/7/2024,Pune,Singapore,0.21,0
Air India,Domestic,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,2/7/2025,Chennai,Paris,0.86,0
Air India,Domestic,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,6/7/2024,Delhi,Toronto,0.99,0
GoAir,Domestic,Cabin Crew Service,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,1,2/23/2025,Delhi,Sydney,0.1,0
AirAsia India,Domestic,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,2/20/2025,Pune,Sydney,0.96,0
GoAir,International,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,4/4/2024,Bangalore,Toronto,0.85,0
IndiGo,International,Legroom,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,5/1/2024,Hyderabad,London,0.06,0
SpiceJet,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,8/7/2024,Chennai,Dubai,0.76,0
GoAir,International,Seat Comfort,"The flight had to make an emergency landing due to a technical failure. We were stuck on the tarmac for hours with no information on what was happening. The airline handled the situation poorly, causing a lot of frustration among passengers.",Emergency,1,2/23/2025,Kolkata,Sydney,0.08,0
Vistara,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,7/14/2024,Kolkata,London,0.67,0
AirAsia India,International,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,6/14/2024,Ahmedabad,Paris,0.64,0
IndiGo,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,2/1/2025,Chennai,Paris,0.61,0
GoAir,Domestic,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,10/28/2024,Bangalore,Sydney,0.99,0
Vistara,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,7/29/2024,Hyderabad,Sydney,0.68,0
GoAir,International,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,12/18/2024,Kolkata,Singapore,0.64,0
Vistara,Domestic,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,12/29/2024,Pune,London,0.77,0
AirAsia India,International,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,10/13/2024,Ahmedabad,Dubai,0.82,0
AirAsia India,International,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,11/15/2024,Delhi,Sydney,0.82,0
SpiceJet,Domestic,Food,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,1,6/7/2024,Chennai,Singapore,0.23,1
Vistara,Domestic,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,7/12/2024,Bangalore,Sydney,0.67,0
IndiGo,Domestic,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,1/16/2025,Kolkata,Dubai,0.78,0
SpiceJet,Domestic,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,8/19/2024,Mumbai,Dubai,0.8,1
GoAir,International,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,10/9/2024,Hyderabad,Singapore,0.89,0
AirAsia India,Domestic,Cabin Crew Service,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,1/11/2025,Chennai,Dubai,0.36,0
SpiceJet,Domestic,Food,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,9/18/2024,Hyderabad,Paris,0.29,0
IndiGo,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,5/17/2024,Pune,Sydney,0.77,1
Vistara,International,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,12/27/2024,Delhi,New York,0.88,0
Air India,Domestic,Punctuality,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,10/4/2024,Delhi,New York,0.02,0
GoAir,Domestic,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,7/29/2024,Hyderabad,Dubai,0.85,0
AirAsia India,Domestic,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,1/23/2025,Mumbai,Sydney,0.81,0
SpiceJet,International,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,8/14/2024,Bangalore,London,0.74,0
SpiceJet,Domestic,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,9/13/2024,Mumbai,Dubai,0.77,0
SpiceJet,Domestic,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,9/9/2024,Delhi,Singapore,0.88,0
SpiceJet,International,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,5/18/2024,Delhi,Sydney,0.96,0
AirAsia India,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,8/5/2024,Delhi,Paris,0.9,0
Vistara,International,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,11/26/2024,Ahmedabad,Bangkok,0.63,0
Vistara,International,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,6/5/2024,Pune,Paris,0.97,0
Vistara,Domestic,Food,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,9/21/2024,Kolkata,New York,0.34,0
Vistara,International,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,6/26/2024,Hyderabad,Toronto,0.69,0
AirAsia India,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,5/13/2024,Ahmedabad,New York,0.74,0
Vistara,Domestic,Seat Comfort,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,2/19/2025,Chennai,Bangkok,0,0
GoAir,Domestic,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,1/4/2025,Pune,Paris,0.76,0
SpiceJet,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,3/13/2024,Hyderabad,Singapore,0.8,1
AirAsia India,International,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,4/23/2024,Pune,London,0.75,0
IndiGo,International,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,8/20/2024,Chennai,New York,0.6,0
SpiceJet,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,8/19/2024,Ahmedabad,Singapore,0.64,0
SpiceJet,International,Overall Experience,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,3,2/24/2025,Mumbai,Dubai,0.06,0
AirAsia India,Domestic,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,8/28/2024,Ahmedabad,London,0.74,0
SpiceJet,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,11/28/2024,Kolkata,Paris,0.87,0
Vistara,Domestic,Punctuality,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,3,11/8/2024,Ahmedabad,Toronto,0.14,0
SpiceJet,Domestic,Legroom,"During the flight, a medical emergency occurred. A passenger fainted, and the crew had to provide assistance. While they handled the situation well, it delayed our journey, and we had to make an emergency landing. The experience was quite stressful.",Emergency,1,2/25/2025,Bangalore,Sydney,0.17,1
Vistara,International,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,12/7/2024,Hyderabad,Sydney,0.93,0
AirAsia India,Domestic,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,10/12/2024,Mumbai,New York,0.62,0
AirAsia India,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,9/30/2024,Kolkata,Dubai,0.92,0
Vistara,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,7/18/2024,Bangalore,Bangkok,0.64,1
Vistara,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,9/26/2024,Chennai,Toronto,0.78,0
Vistara,International,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,1/15/2025,Ahmedabad,Paris,0.93,0
Air India,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,11/10/2024,Kolkata,Singapore,0.61,0
Vistara,International,Food,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,1,10/29/2024,Bangalore,Singapore,0.05,0
IndiGo,Domestic,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,3/5/2024,Hyderabad,Bangkok,0.74,0
IndiGo,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,10/23/2024,Bangalore,Paris,0.74,1
Vistara,Domestic,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,9/13/2024,Hyderabad,Toronto,0.85,1
GoAir,International,Food,"During the flight, a medical emergency occurred. A passenger fainted, and the crew had to provide assistance. While they handled the situation well, it delayed our journey, and we had to make an emergency landing. The experience was quite stressful.",Emergency,1,11/12/2024,Ahmedabad,Singapore,0.19,0
AirAsia India,International,Cabin Crew Service,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,1,4/27/2024,Chennai,London,0.2,0
Vistara,International,Punctuality,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,12/29/2024,Hyderabad,Bangkok,0.32,0
Vistara,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,10/15/2024,Ahmedabad,Bangkok,0.99,0
GoAir,International,Food,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,3/11/2024,Chennai,Singapore,0.14,0
Vistara,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,1/27/2025,Bangalore,Bangkok,0.98,0
IndiGo,International,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,11/15/2024,Mumbai,London,0.87,0
SpiceJet,International,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,5/10/2024,Bangalore,New York,0.8,0
GoAir,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,2/29/2024,Mumbai,Sydney,0.61,0
AirAsia India,Domestic,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,8/5/2024,Bangalore,New York,0.97,0
Vistara,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,6/23/2024,Mumbai,Paris,0.63,0
IndiGo,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,3/7/2024,Mumbai,Singapore,0.83,0
GoAir,International,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,3/3/2024,Kolkata,New York,0.72,0
GoAir,Domestic,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,9/22/2024,Bangalore,Paris,0.68,0
AirAsia India,International,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,10/5/2024,Chennai,Dubai,0.93,0
Air India,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,4/5/2024,Delhi,Bangkok,0.74,0
